# Force coefficients
# liftDir   : (0.0000e+00 1.0000e+00 0.0000e+00)
# dragDir   : (1.0000e+00 0.0000e+00 0.0000e+00)
# pitchAxis : (4.4208e-01 -6.0854e-02 8.9491e-01)
# magUInf   : 1.0000e+00
# lRef      : 1.0000e+00
# Aref      : 1.0000e+00
# CofR      : (0.0000e+00 0.0000e+00 0.0000e+00)
# Time      	Cm          	Cd          	Cl          	Cl(f)       	Cl(r)       
0.045       	6.3090e-01	6.2796e-01	1.6349e+00	1.4484e+00	1.8656e-01
0.046       	4.9687e-01	5.1482e-01	1.2503e+00	1.1220e+00	1.2826e-01
0.047       	1.2623e-01	2.4113e-01	3.6223e-01	3.0735e-01	5.4885e-02
0.048       	-3.6733e-02	1.2591e-01	-7.1839e-03	-4.0325e-02	3.3141e-02
0.049       	-3.2855e-01	-7.7326e-02	-6.4188e-01	-6.4949e-01	7.6107e-03
0.05        	-2.0432e-01	1.8689e-02	-3.2307e-01	-3.6586e-01	4.2790e-02
0.051       	-7.7979e-02	1.0861e-01	-3.2866e-02	-9.4412e-02	6.1546e-02
0.052       	1.1035e-01	2.3891e-01	3.7734e-01	2.9902e-01	7.8321e-02
0.053       	2.6991e-01	3.4895e-01	7.1933e-01	6.2958e-01	8.9757e-02
0.054       	3.1186e-01	3.7898e-01	8.1226e-01	7.1799e-01	9.4268e-02
0.055       	2.5746e-01	3.4235e-01	6.9880e-01	6.0686e-01	9.1935e-02
0.056       	1.3417e-01	2.5667e-01	4.3143e-01	3.4989e-01	8.1539e-02
0.057       	-1.3265e-02	1.5242e-01	1.0304e-01	3.8254e-02	6.4783e-02
0.058       	-1.2711e-01	6.9722e-02	-1.6220e-01	-2.0821e-01	4.6011e-02
0.059       	-1.2539e-01	6.8745e-02	-1.7052e-01	-2.1065e-01	4.0129e-02
0.06        	-1.6070e-02	1.4719e-01	7.8948e-02	2.3404e-02	5.5544e-02
0.061       	8.8907e-02	2.2240e-01	3.1979e-01	2.4880e-01	7.0989e-02
0.062       	1.3673e-01	2.5639e-01	4.2917e-01	3.5132e-01	7.7855e-02
0.063       	1.4670e-01	2.6344e-01	4.5224e-01	3.7282e-01	7.9416e-02
0.064       	1.4676e-01	2.6371e-01	4.5381e-01	3.7366e-01	8.0149e-02
0.065       	1.3607e-01	2.5687e-01	4.3311e-01	3.5263e-01	8.0481e-02
0.066       	1.0480e-01	2.3596e-01	3.6744e-01	2.8852e-01	7.8926e-02
0.067       	5.2735e-02	1.9983e-01	2.5209e-01	1.7878e-01	7.3311e-02
0.068       	2.9352e-03	1.6360e-01	1.3518e-01	7.0525e-02	6.4654e-02
0.069       	-2.4718e-02	1.4154e-01	6.2664e-02	6.6137e-03	5.6050e-02
0.07        	-4.8377e-03	1.5418e-01	1.0157e-01	4.5948e-02	5.5624e-02
0.071       	4.3666e-02	1.8989e-01	2.1589e-01	1.5161e-01	6.4278e-02
0.072       	8.3566e-02	2.1982e-01	3.1239e-01	2.3976e-01	7.2627e-02
0.073       	1.0023e-01	2.3226e-01	3.5272e-01	2.7659e-01	7.6126e-02
0.074       	1.0466e-01	2.3558e-01	3.6362e-01	2.8647e-01	7.7151e-02
0.075       	1.0354e-01	2.3504e-01	3.6218e-01	2.8463e-01	7.7547e-02
0.076       	9.4629e-02	2.2907e-01	3.4328e-01	2.6627e-01	7.7010e-02
0.077       	7.6630e-02	2.1645e-01	3.0269e-01	2.2797e-01	7.4715e-02
0.078       	5.3680e-02	1.9969e-01	2.4833e-01	1.7784e-01	7.0485e-02
0.079       	3.5527e-02	1.8586e-01	2.0315e-01	1.3710e-01	6.6049e-02
0.08        	3.1652e-02	1.8273e-01	1.9250e-01	1.2790e-01	6.4599e-02
0.081       	4.0192e-02	1.8926e-01	2.1342e-01	1.4690e-01	6.6518e-02
0.082       	5.2430e-02	1.9856e-01	2.4338e-01	1.7412e-01	6.9259e-02
0.083       	6.5756e-02	2.0859e-01	2.7556e-01	2.0354e-01	7.2024e-02
0.084       	7.9157e-02	2.1863e-01	3.0758e-01	2.3295e-01	7.4631e-02
0.085       	9.0836e-02	2.2747e-01	3.3556e-01	2.5862e-01	7.6945e-02
0.086       	9.6445e-02	2.3196e-01	3.4953e-01	2.7121e-01	7.8320e-02
0.087       	9.2792e-02	2.2955e-01	3.4158e-01	2.6358e-01	7.7997e-02
0.088       	8.2030e-02	2.2166e-01	3.1628e-01	2.4017e-01	7.6109e-02
0.089       	7.0351e-02	2.1294e-01	2.8832e-01	2.1451e-01	7.3807e-02
0.09        	6.2500e-02	2.0709e-01	2.6950e-01	1.9725e-01	7.2249e-02
0.091       	5.8189e-02	2.0395e-01	2.5935e-01	1.8786e-01	7.1486e-02
0.092       	5.5783e-02	2.0231e-01	2.5384e-01	1.8270e-01	7.1136e-02
0.093       	5.5188e-02	2.0214e-01	2.5265e-01	1.8151e-01	7.1139e-02
0.094       	5.8377e-02	2.0505e-01	2.6061e-01	1.8868e-01	7.1926e-02
0.095       	6.6824e-02	2.1203e-01	2.8158e-01	2.0761e-01	7.3965e-02
0.096       	7.5759e-02	2.1911e-01	3.0405e-01	2.2778e-01	7.6264e-02
0.097       	7.9654e-02	2.2200e-01	3.1391e-01	2.3661e-01	7.7301e-02
0.098       	8.0028e-02	2.2218e-01	3.1487e-01	2.3746e-01	7.7408e-02
0.099       	7.9625e-02	2.2179e-01	3.1388e-01	2.3656e-01	7.7313e-02
0.1         	7.8611e-02	2.2092e-01	3.1140e-01	2.3431e-01	7.7091e-02
0.101       	7.6354e-02	2.1912e-01	3.0594e-01	2.2933e-01	7.6617e-02
0.102       	7.1791e-02	2.1568e-01	2.9491e-01	2.1924e-01	7.5662e-02
0.103       	6.4744e-02	2.1069e-01	2.7777e-01	2.0363e-01	7.4140e-02
0.104       	5.8599e-02	2.0676e-01	2.6269e-01	1.8994e-01	7.2744e-02
0.105       	5.8720e-02	2.0747e-01	2.6329e-01	1.9037e-01	7.2925e-02
0.106       	6.2528e-02	2.1061e-01	2.7332e-01	1.9919e-01	7.4133e-02
0.107       	6.4862e-02	2.1242e-01	2.7942e-01	2.0457e-01	7.4847e-02
0.108       	6.6926e-02	2.1398e-01	2.8470e-01	2.0928e-01	7.5424e-02
0.109       	6.9257e-02	2.1568e-01	2.9050e-01	2.1451e-01	7.5995e-02
0.11        	7.2661e-02	2.1817e-01	2.9896e-01	2.2214e-01	7.6819e-02
0.111       	7.7939e-02	2.2216e-01	3.1229e-01	2.3409e-01	7.8207e-02
0.112       	8.4750e-02	2.2772e-01	3.3014e-01	2.4982e-01	8.0319e-02
0.113       	8.9624e-02	2.3235e-01	3.4392e-01	2.6158e-01	8.2337e-02
0.114       	8.7870e-02	2.3174e-01	3.4047e-01	2.5811e-01	8.2365e-02
0.115       	8.2486e-02	2.2775e-01	3.2687e-01	2.4592e-01	8.0951e-02
0.116       	7.8940e-02	2.2499e-01	3.1776e-01	2.3782e-01	7.9938e-02
0.117       	7.6499e-02	2.2307e-01	3.1153e-01	2.3227e-01	7.9267e-02
0.118       	7.4322e-02	2.2138e-01	3.0610e-01	2.2737e-01	7.8727e-02
0.119       	7.1715e-02	2.1936e-01	2.9960e-01	2.2151e-01	7.8084e-02
0.12        	6.8348e-02	2.1680e-01	2.9115e-01	2.1392e-01	7.7225e-02
0.121       	6.4606e-02	2.1413e-01	2.8166e-01	2.0544e-01	7.6224e-02
0.122       	6.2636e-02	2.1319e-01	2.7665e-01	2.0096e-01	7.5688e-02
0.123       	6.5555e-02	2.1614e-01	2.8442e-01	2.0776e-01	7.6654e-02
0.124       	7.0840e-02	2.2062e-01	2.9864e-01	2.2016e-01	7.8481e-02
0.125       	7.4116e-02	2.2326e-01	3.0758e-01	2.2790e-01	7.9672e-02
0.126       	7.5958e-02	2.2471e-01	3.1261e-01	2.3226e-01	8.0348e-02
0.127       	7.7256e-02	2.2567e-01	3.1603e-01	2.3527e-01	8.0758e-02
0.128       	7.8578e-02	2.2661e-01	3.1944e-01	2.3830e-01	8.1142e-02
0.129       	8.0095e-02	2.2770e-01	3.2339e-01	2.4179e-01	8.1601e-02
0.13        	8.1640e-02	2.2897e-01	3.2764e-01	2.4546e-01	8.2180e-02
0.131       	8.2554e-02	2.3020e-01	3.3071e-01	2.4791e-01	8.2804e-02
0.132       	8.1744e-02	2.3047e-01	3.2945e-01	2.4647e-01	8.2979e-02
0.133       	7.9651e-02	2.2933e-01	3.2428e-01	2.4179e-01	8.2488e-02
0.134       	7.8123e-02	2.2825e-01	3.2034e-01	2.3830e-01	8.2049e-02
0.135       	7.7404e-02	2.2770e-01	3.1851e-01	2.3666e-01	8.1848e-02
0.136       	7.6938e-02	2.2734e-01	3.1737e-01	2.3562e-01	8.1746e-02
0.137       	7.6505e-02	2.2699e-01	3.1634e-01	2.3468e-01	8.1667e-02
0.138       	7.6011e-02	2.2661e-01	3.1521e-01	2.3362e-01	8.1597e-02
0.139       	7.5507e-02	2.2630e-01	3.1420e-01	2.3261e-01	8.1592e-02
0.14        	7.5315e-02	2.2656e-01	3.1435e-01	2.3249e-01	8.1858e-02
0.141       	7.6238e-02	2.2811e-01	3.1776e-01	2.3512e-01	8.2641e-02
0.142       	7.8275e-02	2.3042e-01	3.2383e-01	2.4019e-01	8.3642e-02
0.143       	7.9681e-02	2.3169e-01	3.2767e-01	2.4351e-01	8.4153e-02
0.144       	8.0221e-02	2.3211e-01	3.2906e-01	2.4475e-01	8.4310e-02
0.145       	8.0487e-02	2.3228e-01	3.2968e-01	2.4533e-01	8.4352e-02
0.146       	8.0683e-02	2.3238e-01	3.3006e-01	2.4572e-01	8.4348e-02
0.147       	8.0836e-02	2.3240e-01	3.3027e-01	2.4597e-01	8.4300e-02
0.148       	8.0866e-02	2.3234e-01	3.3014e-01	2.4594e-01	8.4206e-02
0.149       	8.0616e-02	2.3226e-01	3.2947e-01	2.4535e-01	8.4121e-02
0.15        	8.0086e-02	2.3249e-01	3.2864e-01	2.4440e-01	8.4232e-02
0.151       	7.9843e-02	2.3314e-01	3.2894e-01	2.4431e-01	8.4626e-02
0.152       	8.0047e-02	2.3381e-01	3.3024e-01	2.4517e-01	8.5073e-02
0.153       	8.0259e-02	2.3410e-01	3.3110e-01	2.4581e-01	8.5293e-02
0.154       	8.0444e-02	2.3430e-01	3.3176e-01	2.4633e-01	8.5439e-02
0.155       	8.0654e-02	2.3449e-01	3.3244e-01	2.4688e-01	8.5567e-02
0.156       	8.0973e-02	2.3475e-01	3.3341e-01	2.4768e-01	8.5733e-02
0.157       	8.1448e-02	2.3513e-01	3.3483e-01	2.4886e-01	8.5967e-02
0.158       	8.2120e-02	2.3579e-01	3.3694e-01	2.5059e-01	8.6348e-02
0.159       	8.2930e-02	2.3686e-01	3.3970e-01	2.5278e-01	8.6920e-02
0.16        	8.3727e-02	2.3825e-01	3.4259e-01	2.5502e-01	8.7568e-02
0.161       	8.4086e-02	2.3897e-01	3.4387e-01	2.5602e-01	8.7849e-02
0.162       	8.4053e-02	2.3910e-01	3.4384e-01	2.5597e-01	8.7866e-02
0.163       	8.3942e-02	2.3905e-01	3.4354e-01	2.5571e-01	8.7827e-02
0.164       	8.3807e-02	2.3897e-01	3.4318e-01	2.5540e-01	8.7784e-02
0.165       	8.3618e-02	2.3884e-01	3.4267e-01	2.5495e-01	8.7719e-02
0.166       	8.3301e-02	2.3863e-01	3.4184e-01	2.5422e-01	8.7618e-02
0.167       	8.2815e-02	2.3836e-01	3.4063e-01	2.5313e-01	8.7500e-02
0.168       	8.2224e-02	2.3829e-01	3.3943e-01	2.5194e-01	8.7492e-02
0.169       	8.2086e-02	2.3883e-01	3.3978e-01	2.5197e-01	8.7802e-02
0.17        	8.2806e-02	2.4001e-01	3.4245e-01	2.5403e-01	8.8419e-02
0.171       	8.3542e-02	2.4078e-01	3.4476e-01	2.5592e-01	8.8837e-02
0.172       	8.3996e-02	2.4121e-01	3.4613e-01	2.5706e-01	8.9068e-02
0.173       	8.4340e-02	2.4151e-01	3.4713e-01	2.5790e-01	8.9224e-02
0.174       	8.4749e-02	2.4186e-01	3.4829e-01	2.5889e-01	8.9394e-02
0.175       	8.5300e-02	2.4232e-01	3.4983e-01	2.6022e-01	8.9615e-02
0.176       	8.6060e-02	2.4302e-01	3.5203e-01	2.6207e-01	8.9953e-02
0.177       	8.6900e-02	2.4397e-01	3.5465e-01	2.6423e-01	9.0426e-02
0.178       	8.7625e-02	2.4520e-01	3.5732e-01	2.6628e-01	9.1033e-02
0.179       	8.7908e-02	2.4602e-01	3.5866e-01	2.6724e-01	9.1421e-02
0.18        	8.7770e-02	2.4621e-01	3.5854e-01	2.6704e-01	9.1502e-02
0.181       	8.7581e-02	2.4613e-01	3.5810e-01	2.6663e-01	9.1469e-02
0.182       	8.7395e-02	2.4603e-01	3.5765e-01	2.6622e-01	9.1430e-02
0.183       	8.7183e-02	2.4590e-01	3.5714e-01	2.6575e-01	9.1385e-02
0.184       	8.6870e-02	2.4570e-01	3.5638e-01	2.6506e-01	9.1321e-02
0.185       	8.6422e-02	2.4544e-01	3.5532e-01	2.6408e-01	9.1239e-02
0.186       	8.5843e-02	2.4525e-01	3.5409e-01	2.6289e-01	9.1205e-02
0.187       	8.5478e-02	2.4547e-01	3.5370e-01	2.6233e-01	9.1372e-02
0.188       	8.5863e-02	2.4645e-01	3.5547e-01	2.6360e-01	9.1870e-02
0.189       	8.6696e-02	2.4743e-01	3.5810e-01	2.6575e-01	9.2356e-02
0.19        	8.7307e-02	2.4804e-01	3.5992e-01	2.6726e-01	9.2651e-02
0.191       	8.7696e-02	2.4840e-01	3.6103e-01	2.6821e-01	9.2819e-02
0.192       	8.8106e-02	2.4877e-01	3.6218e-01	2.6919e-01	9.2983e-02
0.193       	8.8637e-02	2.4923e-01	3.6364e-01	2.7046e-01	9.3184e-02
0.194       	8.9404e-02	2.4994e-01	3.6579e-01	2.7230e-01	9.3493e-02
0.195       	9.0328e-02	2.5088e-01	3.6851e-01	2.7458e-01	9.3928e-02
0.196       	9.1246e-02	2.5212e-01	3.7154e-01	2.7702e-01	9.4526e-02
0.197       	9.1747e-02	2.5311e-01	3.7355e-01	2.7852e-01	9.5029e-02
0.198       	9.1700e-02	2.5348e-01	3.7387e-01	2.7863e-01	9.5234e-02
0.199       	9.1472e-02	2.5341e-01	3.7339e-01	2.7817e-01	9.5223e-02
0.2         	9.1244e-02	2.5329e-01	3.7286e-01	2.7767e-01	9.5184e-02
0.201       	9.0995e-02	2.5315e-01	3.7227e-01	2.7713e-01	9.5142e-02
0.202       	9.0638e-02	2.5294e-01	3.7144e-01	2.7636e-01	9.5082e-02
0.203       	9.0125e-02	2.5265e-01	3.7024e-01	2.7524e-01	9.4996e-02
0.204       	8.9426e-02	2.5234e-01	3.6869e-01	2.7377e-01	9.4919e-02
0.205       	8.8830e-02	2.5231e-01	3.6759e-01	2.7262e-01	9.4966e-02
0.206       	8.8858e-02	2.5296e-01	3.6834e-01	2.7303e-01	9.5310e-02
0.207       	8.9615e-02	2.5395e-01	3.7080e-01	2.7502e-01	9.5786e-02
0.208       	9.0382e-02	2.5473e-01	3.7307e-01	2.7692e-01	9.6153e-02
0.209       	9.0853e-02	2.5516e-01	3.7441e-01	2.7806e-01	9.6352e-02
0.21        	9.1326e-02	2.5558e-01	3.7573e-01	2.7919e-01	9.6538e-02
0.211       	9.1919e-02	2.5610e-01	3.7736e-01	2.8060e-01	9.6761e-02
0.212       	9.2795e-02	2.5689e-01	3.7980e-01	2.8269e-01	9.7104e-02
0.213       	9.3905e-02	2.5796e-01	3.8298e-01	2.8540e-01	9.7587e-02
0.214       	9.5090e-02	2.5934e-01	3.8666e-01	2.8842e-01	9.8239e-02
0.215       	9.5820e-02	2.6048e-01	3.8927e-01	2.9045e-01	9.8813e-02
0.216       	9.5841e-02	2.6096e-01	3.8984e-01	2.9076e-01	9.9078e-02
0.217       	9.5538e-02	2.6087e-01	3.8920e-01	2.9014e-01	9.9062e-02
0.218       	9.5224e-02	2.6069e-01	3.8845e-01	2.8945e-01	9.9002e-02
0.219       	9.4890e-02	2.6049e-01	3.8765e-01	2.8872e-01	9.8936e-02
0.22        	9.4409e-02	2.6020e-01	3.8651e-01	2.8766e-01	9.8844e-02
0.221       	9.3721e-02	2.5979e-01	3.8486e-01	2.8615e-01	9.8709e-02
0.222       	9.2768e-02	2.5930e-01	3.8264e-01	2.8409e-01	9.8552e-02
0.223       	9.1893e-02	2.5901e-01	3.8076e-01	2.8227e-01	9.8485e-02
0.224       	9.1644e-02	2.5940e-01	3.8069e-01	2.8199e-01	9.8700e-02
0.225       	9.2310e-02	2.6032e-01	3.8290e-01	2.8376e-01	9.9141e-02
0.226       	9.3205e-02	2.6122e-01	3.8554e-01	2.8598e-01	9.9567e-02
0.227       	9.3794e-02	2.6176e-01	3.8722e-01	2.8740e-01	9.9813e-02
0.228       	9.4405e-02	2.6230e-01	3.8891e-01	2.8886e-01	1.0005e-01
0.229       	9.5169e-02	2.6296e-01	3.9102e-01	2.9068e-01	1.0034e-01
0.23        	9.6309e-02	2.6397e-01	3.9419e-01	2.9340e-01	1.0079e-01
0.231       	9.7763e-02	2.6533e-01	3.9833e-01	2.9693e-01	1.0140e-01
0.232       	9.9321e-02	2.6699e-01	4.0301e-01	3.0083e-01	1.0218e-01
0.233       	1.0026e-01	2.6825e-01	4.0613e-01	3.0332e-01	1.0281e-01
0.234       	1.0025e-01	2.6868e-01	4.0659e-01	3.0354e-01	1.0305e-01
0.235       	9.9814e-02	2.6849e-01	4.0559e-01	3.0261e-01	1.0298e-01
0.236       	9.9354e-02	2.6821e-01	4.0446e-01	3.0158e-01	1.0287e-01
0.237       	9.8849e-02	2.6789e-01	4.0320e-01	3.0045e-01	1.0275e-01
0.238       	9.8111e-02	2.6741e-01	4.0139e-01	2.9880e-01	1.0258e-01
0.239       	9.7064e-02	2.6675e-01	3.9881e-01	2.9647e-01	1.0234e-01
0.24        	9.5656e-02	2.6593e-01	3.9540e-01	2.9335e-01	1.0204e-01
0.241       	9.4425e-02	2.6538e-01	3.9255e-01	2.9070e-01	1.0185e-01
0.242       	9.4026e-02	2.6560e-01	3.9202e-01	2.9004e-01	1.0199e-01
0.243       	9.4725e-02	2.6649e-01	3.9428e-01	2.9187e-01	1.0242e-01
0.244       	9.5761e-02	2.6750e-01	3.9731e-01	2.9441e-01	1.0289e-01
0.245       	9.6544e-02	2.6820e-01	3.9951e-01	2.9630e-01	1.0321e-01
0.246       	9.7438e-02	2.6897e-01	4.0200e-01	2.9844e-01	1.0356e-01
0.247       	9.8581e-02	2.6995e-01	4.0515e-01	3.0115e-01	1.0399e-01
0.248       	1.0026e-01	2.7143e-01	4.0982e-01	3.0517e-01	1.0465e-01
0.249       	1.0227e-01	2.7326e-01	4.1552e-01	3.1003e-01	1.0549e-01
0.25        	1.0421e-01	2.7525e-01	4.2126e-01	3.1484e-01	1.0642e-01
0.251       	1.0508e-01	2.7639e-01	4.2413e-01	3.1714e-01	1.0698e-01
0.252       	1.0476e-01	2.7649e-01	4.2363e-01	3.1658e-01	1.0705e-01
0.253       	1.0412e-01	2.7611e-01	4.2203e-01	3.1513e-01	1.0689e-01
0.254       	1.0340e-01	2.7564e-01	4.2021e-01	3.1351e-01	1.0670e-01
0.255       	1.0256e-01	2.7508e-01	4.1808e-01	3.1160e-01	1.0648e-01
0.256       	1.0131e-01	2.7424e-01	4.1493e-01	3.0878e-01	1.0616e-01
0.257       	9.9645e-02	2.7314e-01	4.1076e-01	3.0503e-01	1.0574e-01
0.258       	9.7675e-02	2.7195e-01	4.0591e-01	3.0063e-01	1.0528e-01
0.259       	9.6331e-02	2.7132e-01	4.0275e-01	2.9771e-01	1.0504e-01
0.26        	9.6235e-02	2.7171e-01	4.0297e-01	2.9772e-01	1.0525e-01
0.261       	9.7191e-02	2.7272e-01	4.0584e-01	3.0011e-01	1.0573e-01
0.262       	9.8442e-02	2.7386e-01	4.0942e-01	3.0315e-01	1.0627e-01
0.263       	9.9582e-02	2.7485e-01	4.1260e-01	3.0588e-01	1.0672e-01
0.264       	1.0104e-01	2.7610e-01	4.1663e-01	3.0935e-01	1.0728e-01
0.265       	1.0289e-01	2.7767e-01	4.2173e-01	3.1375e-01	1.0798e-01
0.266       	1.0536e-01	2.7983e-01	4.2862e-01	3.1967e-01	1.0895e-01
0.267       	1.0776e-01	2.8203e-01	4.3544e-01	3.2548e-01	1.0996e-01
0.268       	1.0940e-01	2.8377e-01	4.4036e-01	3.2958e-01	1.1077e-01
0.269       	1.0952e-01	2.8420e-01	4.4101e-01	3.3003e-01	1.1098e-01
0.27        	1.0864e-01	2.8373e-01	4.3884e-01	3.2806e-01	1.1078e-01
0.271       	1.0769e-01	2.8310e-01	4.3639e-01	3.2588e-01	1.1051e-01
0.272       	1.0651e-01	2.8230e-01	4.3337e-01	3.2319e-01	1.1018e-01
0.273       	1.0505e-01	2.8131e-01	4.2968e-01	3.1989e-01	1.0979e-01
0.274       	1.0305e-01	2.7997e-01	4.2463e-01	3.1536e-01	1.0927e-01
0.275       	1.0091e-01	2.7860e-01	4.1930e-01	3.1056e-01	1.0874e-01
0.276       	9.9124e-02	2.7762e-01	4.1501e-01	3.0663e-01	1.0838e-01
0.277       	9.8637e-02	2.7760e-01	4.1411e-01	3.0569e-01	1.0842e-01
0.278       	9.9455e-02	2.7858e-01	4.1668e-01	3.0780e-01	1.0889e-01
0.279       	1.0077e-01	2.7980e-01	4.2045e-01	3.1100e-01	1.0945e-01
0.28        	1.0240e-01	2.8122e-01	4.2501e-01	3.1491e-01	1.1011e-01
0.281       	1.0412e-01	2.8268e-01	4.2976e-01	3.1900e-01	1.1076e-01
0.282       	1.0634e-01	2.8458e-01	4.3590e-01	3.2429e-01	1.1161e-01
0.283       	1.0878e-01	2.8667e-01	4.4264e-01	3.3010e-01	1.1254e-01
0.284       	1.1124e-01	2.8890e-01	4.4957e-01	3.3603e-01	1.1354e-01
0.285       	1.1269e-01	2.9035e-01	4.5378e-01	3.3958e-01	1.1420e-01
0.286       	1.1285e-01	2.9082e-01	4.5452e-01	3.4012e-01	1.1441e-01
0.287       	1.1206e-01	2.9041e-01	4.5257e-01	3.3834e-01	1.1423e-01
0.288       	1.1079e-01	2.8960e-01	4.4934e-01	3.3546e-01	1.1388e-01
0.289       	1.0946e-01	2.8871e-01	4.4596e-01	3.3244e-01	1.1352e-01
0.29        	1.0776e-01	2.8758e-01	4.4168e-01	3.2859e-01	1.1308e-01
0.291       	1.0590e-01	2.8637e-01	4.3706e-01	3.2443e-01	1.1263e-01
0.292       	1.0394e-01	2.8518e-01	4.3229e-01	3.2009e-01	1.1220e-01
0.293       	1.0267e-01	2.8452e-01	4.2933e-01	3.1734e-01	1.1200e-01
0.294       	1.0237e-01	2.8465e-01	4.2897e-01	3.1686e-01	1.1211e-01
0.295       	1.0308e-01	2.8547e-01	4.3118e-01	3.1867e-01	1.1251e-01
0.296       	1.0454e-01	2.8684e-01	4.3537e-01	3.2223e-01	1.1314e-01
0.297       	1.0614e-01	2.8825e-01	4.3983e-01	3.2605e-01	1.1378e-01
