# Force coefficients
# liftDir   : (0.0000e+00 1.0000e+00 0.0000e+00)
# dragDir   : (1.0000e+00 0.0000e+00 0.0000e+00)
# pitchAxis : (4.4208e-01 -6.0854e-02 8.9491e-01)
# magUInf   : 1.0000e+00
# lRef      : 1.0000e+00
# Aref      : 1.0000e+00
# CofR      : (0.0000e+00 0.0000e+00 0.0000e+00)
# Time      	Cm          	Cd          	Cl          	Cl(f)       	Cl(r)       
0.062       	-9.0722e-03	9.1822e-02	2.4740e-01	1.1463e-01	1.3277e-01
0.063       	-1.7733e-04	1.0424e-01	2.5561e-01	1.2763e-01	1.2798e-01
0.064       	1.2123e-02	1.1703e-01	2.7273e-01	1.4849e-01	1.2424e-01
0.065       	1.9232e-02	1.2337e-01	2.8204e-01	1.6025e-01	1.2179e-01
0.066       	2.1130e-02	1.2473e-01	2.8406e-01	1.6316e-01	1.2090e-01
0.067       	1.5148e-02	1.1976e-01	2.7479e-01	1.5254e-01	1.2225e-01
0.068       	2.1381e-03	1.0835e-01	2.5077e-01	1.2753e-01	1.2325e-01
0.069       	-8.0269e-03	9.9310e-02	2.2841e-01	1.0618e-01	1.2223e-01
0.07        	-1.2985e-02	9.5815e-02	2.1672e-01	9.5377e-02	1.2135e-01
0.071       	-1.6407e-02	9.4181e-02	2.0627e-01	8.6727e-02	1.1954e-01
0.072       	-1.9302e-02	9.3339e-02	1.9021e-01	7.5804e-02	1.1441e-01
0.073       	-2.0743e-02	9.4821e-02	1.8008e-01	6.9298e-02	1.1078e-01
0.074       	-2.1689e-02	9.6589e-02	1.7975e-01	6.8187e-02	1.1156e-01
0.075       	-2.2722e-02	9.6499e-02	1.7992e-01	6.7236e-02	1.1268e-01
0.076       	-2.4308e-02	9.5233e-02	1.7898e-01	6.5184e-02	1.1380e-01
0.077       	-2.6900e-02	9.2553e-02	1.7638e-01	6.1289e-02	1.1509e-01
0.078       	-3.0016e-02	8.8559e-02	1.6835e-01	5.4158e-02	1.1419e-01
0.079       	-3.1934e-02	8.5505e-02	1.5938e-01	4.7756e-02	1.1162e-01
0.08        	-3.2516e-02	8.4563e-02	1.5581e-01	4.5390e-02	1.1042e-01
0.081       	-3.3046e-02	8.4129e-02	1.5323e-01	4.3568e-02	1.0966e-01
0.082       	-3.4453e-02	8.3354e-02	1.4834e-01	3.9719e-02	1.0863e-01
0.083       	-3.7067e-02	8.2404e-02	1.4400e-01	3.4935e-02	1.0907e-01
0.084       	-3.9704e-02	8.1805e-02	1.4302e-01	3.1809e-02	1.1122e-01
0.085       	-4.0847e-02	8.1295e-02	1.4264e-01	3.0474e-02	1.1217e-01
0.086       	-4.1182e-02	8.0704e-02	1.4176e-01	2.9696e-02	1.1206e-01
0.087       	-4.0850e-02	8.0293e-02	1.4152e-01	2.9908e-02	1.1161e-01
0.088       	-3.9976e-02	8.0165e-02	1.4237e-01	3.1209e-02	1.1116e-01
0.089       	-3.8991e-02	8.0211e-02	1.4407e-01	3.3046e-02	1.1103e-01
0.09        	-3.8143e-02	8.0315e-02	1.4630e-01	3.5006e-02	1.1129e-01
0.091       	-3.7208e-02	8.0470e-02	1.4983e-01	3.7706e-02	1.1212e-01
0.092       	-3.6246e-02	8.0578e-02	1.5506e-01	4.1285e-02	1.1378e-01
0.093       	-3.5887e-02	8.0415e-02	1.6007e-01	4.4147e-02	1.1592e-01
0.094       	-3.6384e-02	7.9971e-02	1.6285e-01	4.5043e-02	1.1781e-01
0.095       	-3.7332e-02	7.9480e-02	1.6350e-01	4.4420e-02	1.1908e-01
0.096       	-3.8198e-02	7.9223e-02	1.6322e-01	4.3412e-02	1.1981e-01
0.097       	-3.8230e-02	7.9510e-02	1.6354e-01	4.3538e-02	1.2000e-01
0.098       	-3.7000e-02	8.0278e-02	1.6538e-01	4.5692e-02	1.1969e-01
0.099       	-3.5123e-02	8.1141e-02	1.6848e-01	4.9117e-02	1.1936e-01
0.1         	-3.3254e-02	8.1888e-02	1.7218e-01	5.2837e-02	1.1935e-01
0.101       	-3.1256e-02	8.2687e-02	1.7715e-01	5.7318e-02	1.1983e-01
0.102       	-2.8915e-02	8.3724e-02	1.8451e-01	6.3341e-02	1.2117e-01
0.103       	-2.6012e-02	8.5223e-02	1.9586e-01	7.1917e-02	1.2394e-01
0.104       	-2.1814e-02	8.7814e-02	2.1543e-01	8.5901e-02	1.2953e-01
0.105       	-1.8424e-02	9.0512e-02	2.3523e-01	9.9193e-02	1.3604e-01
0.106       	-1.8486e-02	9.0905e-02	2.3747e-01	1.0025e-01	1.3722e-01
0.107       	-1.8697e-02	9.0863e-02	2.3665e-01	9.9628e-02	1.3702e-01
0.108       	-1.8804e-02	9.0809e-02	2.3542e-01	9.8904e-02	1.3651e-01
0.109       	-1.8506e-02	9.0895e-02	2.3462e-01	9.8804e-02	1.3582e-01
0.11        	-1.7286e-02	9.1363e-02	2.3590e-01	1.0066e-01	1.3523e-01
0.111       	-1.6787e-02	9.1567e-02	2.3687e-01	1.0165e-01	1.3522e-01
0.112       	-1.2285e-02	9.3575e-02	2.4780e-01	1.1162e-01	1.3619e-01
0.113       	-1.0968e-02	9.4198e-02	2.5147e-01	1.1477e-01	1.3670e-01
0.114       	-3.8424e-03	9.7885e-02	2.7337e-01	1.3284e-01	1.4053e-01
0.115       	-2.0900e-03	9.8873e-02	2.7942e-01	1.3762e-01	1.4180e-01
0.116       	-2.7516e-04	1.0000e-01	2.8644e-01	1.4294e-01	1.4349e-01
0.117       	1.5587e-03	1.0127e-01	2.9432e-01	1.4872e-01	1.4560e-01
0.118       	1.2207e-02	1.0994e-01	3.4322e-01	1.8382e-01	1.5940e-01
0.119       	1.3064e-02	1.1090e-01	3.4834e-01	1.8724e-01	1.6111e-01
0.12        	1.3061e-02	1.1129e-01	3.4991e-01	1.8802e-01	1.6190e-01
0.121       	1.2571e-02	1.1127e-01	3.4918e-01	1.8716e-01	1.6202e-01
0.122       	7.4452e-03	1.0952e-01	3.3593e-01	1.7541e-01	1.6052e-01
0.123       	6.9955e-03	1.0925e-01	3.3443e-01	1.7421e-01	1.6022e-01
0.124       	6.6966e-03	1.0894e-01	3.3311e-01	1.7325e-01	1.5986e-01
0.125       	6.0817e-03	1.0795e-01	3.2954e-01	1.7085e-01	1.5869e-01
0.126       	6.0596e-03	1.0766e-01	3.2880e-01	1.7046e-01	1.5834e-01
0.127       	6.2047e-03	1.0743e-01	3.2854e-01	1.7047e-01	1.5807e-01
0.128       	6.5454e-03	1.0727e-01	3.2889e-01	1.7099e-01	1.5790e-01
0.129       	8.2774e-03	1.0728e-01	3.3279e-01	1.7467e-01	1.5812e-01
0.13        	8.9210e-03	1.0744e-01	3.3459e-01	1.7621e-01	1.5837e-01
0.131       	9.6117e-03	1.0775e-01	3.3692e-01	1.7807e-01	1.5885e-01
0.132       	1.0257e-02	1.0816e-01	3.3952e-01	1.8002e-01	1.5950e-01
0.133       	1.2386e-02	1.0992e-01	3.4955e-01	1.8716e-01	1.6239e-01
0.134       	1.2811e-02	1.1040e-01	3.5211e-01	1.8886e-01	1.6324e-01
0.135       	1.3110e-02	1.1090e-01	3.5454e-01	1.9038e-01	1.6416e-01
0.136       	1.3273e-02	1.1141e-01	3.5694e-01	1.9174e-01	1.6520e-01
0.137       	1.3315e-02	1.1310e-01	3.6438e-01	1.9550e-01	1.6887e-01
0.138       	1.3079e-02	1.1346e-01	3.6569e-01	1.9592e-01	1.6977e-01
0.139       	1.2530e-02	1.1361e-01	3.6586e-01	1.9546e-01	1.7040e-01
0.14        	1.1671e-02	1.1348e-01	3.6467e-01	1.9401e-01	1.7067e-01
0.141       	7.9996e-03	1.1201e-01	3.5613e-01	1.8606e-01	1.7006e-01
0.142       	7.1831e-03	1.1150e-01	3.5357e-01	1.8397e-01	1.6960e-01
0.143       	6.6500e-03	1.1096e-01	3.5126e-01	1.8228e-01	1.6898e-01
0.144       	6.2960e-03	1.1036e-01	3.4901e-01	1.8080e-01	1.6821e-01
0.145       	5.6081e-03	1.0797e-01	3.4049e-01	1.7585e-01	1.6464e-01
0.146       	5.5175e-03	1.0740e-01	3.3858e-01	1.7481e-01	1.6377e-01
0.147       	5.5638e-03	1.0693e-01	3.3718e-01	1.7415e-01	1.6302e-01
0.148       	5.7297e-03	1.0654e-01	3.3621e-01	1.7384e-01	1.6238e-01
0.149       	6.6417e-03	1.0561e-01	3.3443e-01	1.7386e-01	1.6057e-01
0.15        	6.9270e-03	1.0548e-01	3.3445e-01	1.7415e-01	1.6030e-01
0.151       	7.2555e-03	1.0548e-01	3.3499e-01	1.7475e-01	1.6024e-01
0.152       	8.5943e-03	1.0605e-01	3.3874e-01	1.7796e-01	1.6078e-01
0.153       	8.9683e-03	1.0631e-01	3.4014e-01	1.7904e-01	1.6110e-01
0.154       	9.3584e-03	1.0668e-01	3.4192e-01	1.8032e-01	1.6160e-01
0.155       	9.7591e-03	1.0715e-01	3.4405e-01	1.8179e-01	1.6227e-01
0.156       	1.0881e-02	1.0866e-01	3.5098e-01	1.8637e-01	1.6461e-01
0.157       	1.1186e-02	1.0905e-01	3.5286e-01	1.8761e-01	1.6524e-01
0.158       	1.1362e-02	1.0932e-01	3.5424e-01	1.8848e-01	1.6576e-01
0.159       	1.1324e-02	1.0941e-01	3.5497e-01	1.8881e-01	1.6616e-01
0.16        	1.0203e-02	1.0903e-01	3.5430e-01	1.8735e-01	1.6694e-01
0.161       	9.6983e-03	1.0875e-01	3.5318e-01	1.8629e-01	1.6689e-01
0.162       	8.9179e-03	1.0827e-01	3.5105e-01	1.8444e-01	1.6661e-01
0.163       	7.6559e-03	1.0746e-01	3.4736e-01	1.8134e-01	1.6603e-01
0.164       	5.7982e-03	1.0623e-01	3.4171e-01	1.7665e-01	1.6506e-01
0.165       	3.4157e-03	1.0463e-01	3.3426e-01	1.7054e-01	1.6371e-01
0.166       	7.2577e-04	1.0280e-01	3.2563e-01	1.6354e-01	1.6209e-01
0.167       	-1.8034e-03	1.0111e-01	3.1743e-01	1.5691e-01	1.6052e-01
0.168       	-3.5615e-03	9.9998e-02	3.1188e-01	1.5238e-01	1.5950e-01
0.169       	-4.3511e-03	9.9577e-02	3.0973e-01	1.5051e-01	1.5921e-01
0.17        	-4.5086e-03	9.9596e-02	3.0986e-01	1.5042e-01	1.5944e-01
0.171       	-4.3141e-03	9.9871e-02	3.1144e-01	1.5140e-01	1.6003e-01
0.172       	-3.8418e-03	1.0038e-01	3.1441e-01	1.5336e-01	1.6105e-01
0.173       	-3.1043e-03	1.0115e-01	3.1902e-01	1.5640e-01	1.6261e-01
0.174       	-2.1829e-03	1.0216e-01	3.2519e-01	1.6041e-01	1.6478e-01
0.175       	-1.3082e-03	1.0323e-01	3.3200e-01	1.6469e-01	1.6731e-01
0.176       	-8.1309e-04	1.0405e-01	3.3754e-01	1.6796e-01	1.6958e-01
0.177       	-8.2916e-04	1.0440e-01	3.4044e-01	1.6939e-01	1.7105e-01
0.178       	-1.2216e-03	1.0438e-01	3.4120e-01	1.6938e-01	1.7182e-01
0.179       	-1.9604e-03	1.0406e-01	3.4042e-01	1.6825e-01	1.7217e-01
0.18        	-3.1730e-03	1.0338e-01	3.3796e-01	1.6581e-01	1.7216e-01
0.181       	-5.0215e-03	1.0224e-01	3.3344e-01	1.6170e-01	1.7174e-01
0.182       	-7.6133e-03	1.0055e-01	3.2653e-01	1.5565e-01	1.7088e-01
0.183       	-1.0782e-02	9.8366e-02	3.1758e-01	1.4801e-01	1.6957e-01
0.184       	-1.3665e-02	9.6226e-02	3.0895e-01	1.4081e-01	1.6814e-01
0.185       	-1.5363e-02	9.4823e-02	3.0351e-01	1.3639e-01	1.6712e-01
0.186       	-1.6158e-02	9.4037e-02	3.0071e-01	1.3419e-01	1.6651e-01
0.187       	-1.6487e-02	9.3537e-02	2.9924e-01	1.3313e-01	1.6611e-01
0.188       	-1.6436e-02	9.3234e-02	2.9889e-01	1.3301e-01	1.6588e-01
0.189       	-1.5962e-02	9.3157e-02	2.9993e-01	1.3400e-01	1.6593e-01
0.19        	-1.5042e-02	9.3382e-02	3.0275e-01	1.3633e-01	1.6642e-01
0.191       	-1.3841e-02	9.3935e-02	3.0730e-01	1.3981e-01	1.6749e-01
0.192       	-1.2814e-02	9.4660e-02	3.1234e-01	1.4335e-01	1.6898e-01
0.193       	-1.2358e-02	9.5236e-02	3.1600e-01	1.4564e-01	1.7036e-01
0.194       	-1.2368e-02	9.5574e-02	3.1811e-01	1.4669e-01	1.7142e-01
0.195       	-1.2722e-02	9.5734e-02	3.1925e-01	1.4690e-01	1.7235e-01
0.196       	-1.3449e-02	9.5712e-02	3.1947e-01	1.4629e-01	1.7318e-01
0.197       	-1.4611e-02	9.5453e-02	3.1854e-01	1.4466e-01	1.7388e-01
0.198       	-1.9033e-02	9.3860e-02	3.1174e-01	1.3684e-01	1.7490e-01
0.199       	-1.9794e-02	9.3394e-02	3.0996e-01	1.3519e-01	1.7478e-01
0.2         	-2.0066e-02	9.3034e-02	3.0882e-01	1.3435e-01	1.7448e-01
0.201       	-2.0071e-02	9.2667e-02	3.0793e-01	1.3389e-01	1.7404e-01
0.202       	-1.9658e-02	9.1274e-02	3.0584e-01	1.3326e-01	1.7258e-01
0.203       	-1.9369e-02	9.0862e-02	3.0564e-01	1.3345e-01	1.7219e-01
0.204       	-1.9051e-02	9.0467e-02	3.0622e-01	1.3406e-01	1.7216e-01
0.205       	-1.8987e-02	8.9559e-02	3.0968e-01	1.3585e-01	1.7383e-01
0.206       	-1.9146e-02	8.9459e-02	3.1031e-01	1.3601e-01	1.7430e-01
0.207       	-1.9395e-02	8.9462e-02	3.1071e-01	1.3596e-01	1.7475e-01
0.208       	-1.9747e-02	8.9544e-02	3.1114e-01	1.3582e-01	1.7532e-01
0.209       	-2.1050e-02	9.0177e-02	3.1392e-01	1.3591e-01	1.7801e-01
0.21        	-2.1355e-02	9.0504e-02	3.1542e-01	1.3635e-01	1.7906e-01
0.211       	-2.1398e-02	9.0980e-02	3.1778e-01	1.3749e-01	1.8029e-01
0.212       	-2.1050e-02	9.1487e-02	3.2068e-01	1.3929e-01	1.8139e-01
0.213       	-2.0413e-02	9.1855e-02	3.2333e-01	1.4125e-01	1.8208e-01
0.214       	-1.8459e-02	9.2514e-02	3.2997e-01	1.4653e-01	1.8344e-01
0.215       	-1.8022e-02	9.2506e-02	3.3103e-01	1.4749e-01	1.8354e-01
0.216       	-1.7739e-02	9.2353e-02	3.3158e-01	1.4805e-01	1.8353e-01
0.217       	-1.7543e-02	9.2075e-02	3.3194e-01	1.4843e-01	1.8351e-01
0.218       	-1.7188e-02	9.1219e-02	3.3323e-01	1.4943e-01	1.8380e-01
0.219       	-1.7088e-02	9.0959e-02	3.3400e-01	1.4991e-01	1.8409e-01
0.22        	-1.6916e-02	9.0874e-02	3.3538e-01	1.5077e-01	1.8460e-01
0.221       	-1.6587e-02	9.1032e-02	3.3750e-01	1.5216e-01	1.8534e-01
0.222       	-1.5155e-02	9.2134e-02	3.4557e-01	1.5763e-01	1.8794e-01
0.223       	-1.4616e-02	9.2553e-02	3.4773e-01	1.5925e-01	1.8848e-01
0.224       	-1.3979e-02	9.3022e-02	3.4981e-01	1.6093e-01	1.8888e-01
0.225       	-1.3157e-02	9.3568e-02	3.5232e-01	1.6300e-01	1.8932e-01
0.226       	-9.8226e-03	9.5464e-02	3.6208e-01	1.7122e-01	1.9086e-01
0.227       	-8.6221e-03	9.6062e-02	3.6543e-01	1.7410e-01	1.9134e-01
0.228       	-7.1425e-03	9.6720e-02	3.6946e-01	1.7759e-01	1.9187e-01
0.229       	-2.2015e-03	9.8749e-02	3.8280e-01	1.8920e-01	1.9360e-01
0.23        	-1.2296e-03	9.9168e-02	3.8575e-01	1.9165e-01	1.9411e-01
0.231       	-4.2481e-04	9.9559e-02	3.8859e-01	1.9387e-01	1.9472e-01
0.232       	2.1058e-03	1.0076e-01	3.9795e-01	2.0108e-01	1.9687e-01
0.233       	2.9437e-03	1.0124e-01	4.0180e-01	2.0384e-01	1.9796e-01
0.234       	6.3522e-03	1.0302e-01	4.1429e-01	2.1350e-01	2.0079e-01
0.235       	7.2820e-03	1.0358e-01	4.1801e-01	2.1629e-01	2.0173e-01
0.236       	8.2294e-03	1.0416e-01	4.2155e-01	2.1900e-01	2.0254e-01
0.237       	1.2252e-02	1.0636e-01	4.3293e-01	2.2872e-01	2.0421e-01
0.238       	1.3437e-02	1.0705e-01	4.3657e-01	2.3172e-01	2.0485e-01
0.239       	1.8075e-02	1.0939e-01	4.4768e-01	2.4192e-01	2.0577e-01
0.24        	1.9150e-02	1.0999e-01	4.5081e-01	2.4455e-01	2.0625e-01
0.241       	2.0141e-02	1.1054e-01	4.5395e-01	2.4712e-01	2.0683e-01
0.242       	2.3815e-02	1.1246e-01	4.6375e-01	2.5569e-01	2.0806e-01
0.243       	2.7759e-02	1.1466e-01	4.7467e-01	2.6509e-01	2.0958e-01
0.244       	2.8727e-02	1.1531e-01	4.7791e-01	2.6768e-01	2.1023e-01
0.245       	2.9525e-02	1.1589e-01	4.8097e-01	2.7001e-01	2.1096e-01
0.246       	3.2190e-02	1.1786e-01	4.9166e-01	2.7802e-01	2.1364e-01
0.247       	3.4999e-02	1.2003e-01	5.0374e-01	2.8687e-01	2.1687e-01
0.248       	3.5709e-02	1.2058e-01	5.0686e-01	2.8914e-01	2.1772e-01
0.249       	3.8367e-02	1.2265e-01	5.1840e-01	2.9757e-01	2.2083e-01
0.25        	3.8976e-02	1.2305e-01	5.2073e-01	2.9934e-01	2.2139e-01
0.251       	4.1112e-02	1.2456e-01	5.2889e-01	3.0556e-01	2.2334e-01
0.252       	4.3311e-02	1.2608e-01	5.3659e-01	3.1161e-01	2.2498e-01
0.253       	4.3886e-02	1.2642e-01	5.3799e-01	3.1288e-01	2.2511e-01
0.254       	4.4484e-02	1.2677e-01	5.3924e-01	3.1410e-01	2.2513e-01
0.255       	4.6756e-02	1.2835e-01	5.4582e-01	3.1967e-01	2.2615e-01
0.256       	4.9484e-02	1.3040e-01	5.5476e-01	3.2686e-01	2.2789e-01
0.257       	5.0115e-02	1.3084e-01	5.5667e-01	3.2845e-01	2.2822e-01
0.258       	5.0732e-02	1.3130e-01	5.5876e-01	3.3011e-01	2.2865e-01
0.259       	5.3206e-02	1.3347e-01	5.6893e-01	3.3767e-01	2.3126e-01
0.26        	5.5698e-02	1.3580e-01	5.8009e-01	3.4574e-01	2.3435e-01
0.261       	5.6293e-02	1.3636e-01	5.8287e-01	3.4773e-01	2.3514e-01
0.262       	5.6877e-02	1.3686e-01	5.8544e-01	3.4959e-01	2.3584e-01
0.263       	5.8817e-02	1.3857e-01	5.9393e-01	3.5578e-01	2.3815e-01
0.264       	6.0625e-02	1.4007e-01	6.0155e-01	3.6140e-01	2.4015e-01
0.265       	6.1076e-02	1.4041e-01	6.0343e-01	3.6279e-01	2.4064e-01
0.266       	6.1489e-02	1.4071e-01	6.0508e-01	3.6403e-01	2.4105e-01
0.267       	6.2898e-02	1.4165e-01	6.1017e-01	3.6799e-01	2.4219e-01
0.268       	6.4547e-02	1.4279e-01	6.1619e-01	3.7264e-01	2.4355e-01
0.269       	6.5130e-02	1.4323e-01	6.1853e-01	3.7440e-01	2.4414e-01
0.27        	6.5739e-02	1.4367e-01	6.2081e-01	3.7614e-01	2.4466e-01
0.271       	6.7758e-02	1.4505e-01	6.2751e-01	3.8151e-01	2.4600e-01
0.272       	6.8430e-02	1.4552e-01	6.2967e-01	3.8327e-01	2.4641e-01
0.273       	7.0720e-02	1.4717e-01	6.3779e-01	3.8961e-01	2.4817e-01
0.274       	7.1388e-02	1.4766e-01	6.4020e-01	3.9149e-01	2.4871e-01
0.275       	7.2035e-02	1.4814e-01	6.4281e-01	3.9344e-01	2.4937e-01
0.276       	7.4317e-02	1.4975e-01	6.5164e-01	4.0014e-01	2.5150e-01
0.277       	7.5077e-02	1.5028e-01	6.5457e-01	4.0236e-01	2.5221e-01
0.278       	7.7548e-02	1.5196e-01	6.6380e-01	4.0945e-01	2.5435e-01
0.279       	7.8236e-02	1.5243e-01	6.6643e-01	4.1145e-01	2.5498e-01
0.28        	7.8769e-02	1.5277e-01	6.6859e-01	4.1306e-01	2.5553e-01
0.281       	8.0430e-02	1.5376e-01	6.7511e-01	4.1798e-01	2.5712e-01
0.282       	8.0892e-02	1.5407e-01	6.7744e-01	4.1961e-01	2.5783e-01
0.283       	8.2710e-02	1.5506e-01	6.8412e-01	4.2477e-01	2.5935e-01
0.284       	8.3228e-02	1.5534e-01	6.8618e-01	4.2632e-01	2.5986e-01
0.285       	8.3709e-02	1.5555e-01	6.8787e-01	4.2764e-01	2.6022e-01
0.286       	8.5070e-02	1.5614e-01	6.9211e-01	4.3113e-01	2.6099e-01
0.287       	8.5439e-02	1.5629e-01	6.9362e-01	4.3225e-01	2.6137e-01
0.288       	8.6513e-02	1.5680e-01	6.9748e-01	4.3525e-01	2.6223e-01
0.289       	8.6780e-02	1.5692e-01	6.9879e-01	4.3617e-01	2.6261e-01
0.29        	8.6977e-02	1.5700e-01	7.0005e-01	4.3700e-01	2.6305e-01
0.291       	8.7617e-02	1.5741e-01	7.0415e-01	4.3969e-01	2.6446e-01
0.292       	8.7832e-02	1.5752e-01	7.0536e-01	4.4051e-01	2.6485e-01
0.293       	8.8678e-02	1.5815e-01	7.1076e-01	4.4406e-01	2.6670e-01
0.294       	8.8938e-02	1.5831e-01	7.1203e-01	4.4495e-01	2.6708e-01
0.295       	8.9156e-02	1.5840e-01	7.1316e-01	4.4574e-01	2.6743e-01
0.296       	8.9754e-02	1.5867e-01	7.1706e-01	4.4828e-01	2.6877e-01
