# Force coefficients
# liftDir   : (0.0000e+00 1.0000e+00 0.0000e+00)
# dragDir   : (1.0000e+00 0.0000e+00 0.0000e+00)
# pitchAxis : (4.4208e-01 -6.0854e-02 8.9491e-01)
# magUInf   : 1.0000e+00
# lRef      : 1.0000e+00
# Aref      : 1.0000e+00
# CofR      : (0.0000e+00 0.0000e+00 0.0000e+00)
# Time      	Cm          	Cd          	Cl          	Cl(f)       	Cl(r)       
0.034       	2.3426e-02	7.2827e-02	1.5882e-01	1.0284e-01	5.5985e-02
0.035       	-7.8497e-02	1.0045e-02	1.5803e-02	-7.0596e-02	8.6399e-02
0.036       	-6.4959e-02	3.7483e-02	8.6387e-02	-2.1765e-02	1.0815e-01
0.037       	-4.9714e-02	6.5861e-02	1.0771e-01	4.1419e-03	1.0357e-01
0.038       	-1.9063e-02	1.4017e-01	1.8693e-01	7.4402e-02	1.1253e-01
0.039       	9.6304e-02	1.7895e-01	4.5218e-01	3.2239e-01	1.2979e-01
0.04        	9.9499e-02	1.7685e-01	4.5493e-01	3.2696e-01	1.2796e-01
0.041       	9.2459e-02	1.0595e-01	4.5967e-01	3.2229e-01	1.3738e-01
0.042       	8.0733e-02	3.4276e-02	4.5062e-01	3.0604e-01	1.4458e-01
0.043       	-1.0679e-01	6.5232e-02	8.9579e-02	-6.1996e-02	1.5158e-01
0.044       	-1.1421e-01	1.3656e-01	8.5930e-02	-7.1243e-02	1.5717e-01
0.045       	-1.0848e-01	1.6683e-01	5.4116e-02	-8.1426e-02	1.3554e-01
0.046       	-4.6700e-02	1.2514e-01	-1.2647e-01	-1.0993e-01	-1.6534e-02
0.047       	8.9191e-02	5.1090e-02	-2.1517e-02	7.8432e-02	-9.9949e-02
0.048       	9.1660e-02	1.4636e-02	1.2480e-02	9.7900e-02	-8.5420e-02
0.049       	6.4052e-02	6.9125e-02	2.8890e-01	2.0850e-01	8.0399e-02
0.05        	6.8181e-03	1.8606e-01	6.3814e-01	3.2589e-01	3.1225e-01
0.051       	1.7713e-03	2.0010e-01	6.1605e-01	3.0979e-01	3.0625e-01
0.052       	3.5518e-03	1.7808e-01	4.5509e-01	2.3110e-01	2.2399e-01
0.053       	-3.2290e-02	-3.1776e-02	-3.2955e-01	-1.9706e-01	-1.3248e-01
0.054       	-3.1554e-02	-5.9101e-02	-3.6653e-01	-2.1482e-01	-1.5171e-01
0.055       	-3.5517e-02	-7.3144e-02	-2.9612e-01	-1.8358e-01	-1.1254e-01
0.056       	-7.4555e-03	5.0047e-02	1.7359e-01	7.9341e-02	9.4252e-02
0.057       	5.6779e-02	2.0380e-01	6.0951e-01	3.6153e-01	2.4797e-01
0.058       	6.7953e-02	2.0958e-01	5.7573e-01	3.5582e-01	2.1991e-01
0.059       	7.6070e-02	1.5620e-01	3.0722e-01	2.2968e-01	7.7539e-02
0.06        	5.1251e-02	8.2905e-02	9.1022e-02	9.6762e-02	-5.7404e-03
0.061       	4.3105e-03	1.9827e-02	-3.4785e-02	-1.3082e-02	-2.1703e-02
0.062       	-3.6522e-02	-1.3499e-02	-5.1963e-02	-6.2503e-02	1.0540e-02
0.063       	-5.9389e-02	-2.2015e-02	-2.2829e-02	-7.0803e-02	4.7974e-02
0.064       	-5.4230e-02	-7.1739e-03	1.7716e-02	-4.5373e-02	6.3088e-02
0.065       	-2.8688e-02	2.4078e-02	5.8264e-02	4.4359e-04	5.7820e-02
0.066       	1.2907e-02	6.9809e-02	1.1523e-01	7.0519e-02	4.4706e-02
0.067       	5.1882e-02	1.0860e-01	1.8486e-01	1.4431e-01	4.0551e-02
0.068       	7.0443e-02	1.1963e-01	2.4001e-01	1.9045e-01	4.9562e-02
0.069       	6.7102e-02	1.0237e-01	2.5670e-01	1.9545e-01	6.1247e-02
0.07        	4.6114e-02	6.5900e-02	2.2905e-01	1.6064e-01	6.8409e-02
0.071       	1.5350e-02	2.7686e-02	1.6525e-01	9.7974e-02	6.7273e-02
0.072       	-7.8621e-03	9.2635e-03	1.0786e-01	4.6069e-02	6.1794e-02
0.073       	-2.2006e-02	4.2863e-03	7.0394e-02	1.3191e-02	5.7203e-02
0.074       	-3.2408e-02	1.0430e-02	4.7030e-02	-8.8927e-03	5.5923e-02
0.075       	-3.6516e-02	3.1945e-02	4.2797e-02	-1.5118e-02	5.7914e-02
0.076       	-2.2296e-02	5.7193e-02	8.5045e-02	2.0226e-02	6.4819e-02
0.077       	-6.2910e-03	6.4602e-02	1.2609e-01	5.6755e-02	6.9337e-02
0.078       	2.9835e-03	6.3491e-02	1.4520e-01	7.5582e-02	6.9615e-02
0.079       	1.1881e-02	5.9791e-02	1.6103e-01	9.2395e-02	6.8633e-02
0.08        	1.8550e-02	5.1047e-02	1.6662e-01	1.0186e-01	6.4760e-02
0.081       	1.5776e-02	3.7805e-02	1.4240e-01	8.6976e-02	5.5424e-02
0.082       	8.5303e-03	2.9287e-02	1.1038e-01	6.3720e-02	4.6659e-02
0.083       	1.9597e-03	2.7461e-02	8.7056e-02	4.5487e-02	4.1568e-02
0.084       	-4.0916e-03	3.0077e-02	7.0338e-02	3.1078e-02	3.9261e-02
0.085       	-9.5202e-03	3.7032e-02	6.0314e-02	2.0637e-02	3.9677e-02
0.086       	-1.4492e-02	4.8317e-02	5.6791e-02	1.3904e-02	4.2887e-02
0.087       	-1.7760e-02	6.3034e-02	6.3102e-02	1.3790e-02	4.9311e-02
0.088       	-1.5394e-02	7.6579e-02	8.5230e-02	2.7220e-02	5.8009e-02
0.089       	-9.0688e-03	8.1896e-02	1.1159e-01	4.6725e-02	6.4862e-02
0.09        	-6.1000e-03	8.1302e-02	1.2251e-01	5.5157e-02	6.7357e-02
0.091       	-4.3554e-03	8.0292e-02	1.2982e-01	6.0555e-02	6.9266e-02
0.092       	-3.3648e-03	8.0296e-02	1.3947e-01	6.6368e-02	7.3098e-02
0.093       	-3.2669e-03	8.2161e-02	1.5488e-01	7.4171e-02	8.0705e-02
0.094       	-3.9215e-03	8.5903e-02	1.7655e-01	8.4353e-02	9.2196e-02
0.095       	-4.6037e-03	9.1119e-02	1.9873e-01	9.4763e-02	1.0397e-01
0.096       	-3.8821e-03	9.5437e-02	2.1591e-01	1.0407e-01	1.1184e-01
0.097       	-1.5088e-03	9.6210e-02	2.2206e-01	1.0952e-01	1.1254e-01
0.098       	1.1824e-03	9.4497e-02	2.1996e-01	1.1116e-01	1.0880e-01
0.099       	4.3761e-03	9.1684e-02	2.1523e-01	1.1199e-01	1.0324e-01
0.1         	8.4375e-03	8.7698e-02	2.0971e-01	1.1329e-01	9.6418e-02
0.101       	1.2915e-02	8.3337e-02	2.0531e-01	1.1557e-01	8.9740e-02
0.102       	1.7575e-02	7.9536e-02	2.0351e-01	1.1933e-01	8.4179e-02
0.103       	2.2923e-02	7.6873e-02	2.0566e-01	1.2576e-01	7.9909e-02
0.104       	2.8627e-02	7.6866e-02	2.1385e-01	1.3555e-01	7.8298e-02
0.105       	3.3727e-02	8.0448e-02	2.2899e-01	1.4822e-01	8.0766e-02
0.106       	3.7031e-02	8.5914e-02	2.4664e-01	1.6035e-01	8.6288e-02
0.107       	3.8657e-02	9.0114e-02	2.6010e-01	1.6871e-01	9.1391e-02
0.108       	3.9322e-02	9.1585e-02	2.6633e-01	1.7249e-01	9.3844e-02
0.109       	3.9509e-02	9.1000e-02	2.6655e-01	1.7278e-01	9.3764e-02
0.11        	3.9480e-02	8.9621e-02	2.6411e-01	1.7153e-01	9.2574e-02
0.111       	3.9196e-02	8.8631e-02	2.6221e-01	1.7030e-01	9.1909e-02
0.112       	3.8668e-02	8.8734e-02	2.6310e-01	1.7022e-01	9.2882e-02
0.113       	3.8014e-02	8.9999e-02	2.6741e-01	1.7172e-01	9.5692e-02
0.114       	3.7449e-02	9.1994e-02	2.7354e-01	1.7422e-01	9.9321e-02
0.115       	3.7112e-02	9.3654e-02	2.7675e-01	1.7549e-01	1.0126e-01
0.116       	3.6795e-02	9.4639e-02	2.7603e-01	1.7481e-01	1.0122e-01
0.117       	3.5998e-02	9.5501e-02	2.7302e-01	1.7251e-01	1.0051e-01
0.118       	3.4466e-02	9.6677e-02	2.6979e-01	1.6936e-01	1.0043e-01
0.119       	3.2274e-02	9.7973e-02	2.6715e-01	1.6585e-01	1.0130e-01
0.12        	2.9453e-02	9.9048e-02	2.6501e-01	1.6196e-01	1.0305e-01
0.121       	2.6060e-02	9.9730e-02	2.6312e-01	1.5762e-01	1.0550e-01
0.122       	2.2429e-02	9.9948e-02	2.6143e-01	1.5314e-01	1.0828e-01
0.123       	1.8923e-02	9.9978e-02	2.6029e-01	1.4907e-01	1.1122e-01
0.124       	1.5836e-02	1.0012e-01	2.5990e-01	1.4579e-01	1.1411e-01
0.125       	1.3036e-02	1.0091e-01	2.6058e-01	1.4333e-01	1.1726e-01
0.126       	1.1003e-02	1.0220e-01	2.6165e-01	1.4183e-01	1.1982e-01
0.127       	1.0115e-02	1.0329e-01	2.6163e-01	1.4093e-01	1.2070e-01
0.128       	1.0115e-02	1.0369e-01	2.6132e-01	1.4077e-01	1.2054e-01
0.129       	1.1383e-02	1.0214e-01	2.5741e-01	1.4009e-01	1.1732e-01
0.13        	1.3195e-02	9.9179e-02	2.5134e-01	1.3887e-01	1.1247e-01
0.131       	1.4788e-02	9.5693e-02	2.4467e-01	1.3712e-01	1.0755e-01
0.132       	1.5036e-02	9.4757e-02	2.4345e-01	1.3676e-01	1.0669e-01
0.133       	1.5385e-02	9.0497e-02	2.3663e-01	1.3370e-01	1.0293e-01
0.134       	1.4741e-02	8.6780e-02	2.3061e-01	1.3005e-01	1.0056e-01
0.135       	1.4392e-02	8.5842e-02	2.2888e-01	1.2883e-01	1.0005e-01
0.136       	1.1360e-02	8.5088e-02	2.2572e-01	1.2422e-01	1.0150e-01
0.137       	5.7192e-03	8.6222e-02	2.2179e-01	1.1661e-01	1.0517e-01
0.138       	4.1711e-03	8.7144e-02	2.2098e-01	1.1466e-01	1.0632e-01
0.139       	8.6117e-06	9.1062e-02	2.2018e-01	1.1010e-01	1.1008e-01
0.14        	-4.9996e-04	9.2109e-02	2.2096e-01	1.0998e-01	1.1098e-01
0.141       	-7.3636e-04	9.3533e-02	2.2206e-01	1.1029e-01	1.1177e-01
0.142       	-3.6044e-04	9.3317e-02	2.2200e-01	1.1064e-01	1.1136e-01
0.143       	2.4904e-03	8.9899e-02	2.2030e-01	1.1264e-01	1.0766e-01
0.144       	3.8090e-03	8.7469e-02	2.1839e-01	1.1301e-01	1.0539e-01
0.145       	4.8662e-03	8.5175e-02	2.1670e-01	1.1322e-01	1.0349e-01
0.146       	7.0731e-03	7.9438e-02	2.1462e-01	1.1438e-01	1.0024e-01
0.147       	6.8886e-03	7.8506e-02	2.1456e-01	1.1417e-01	1.0039e-01
0.148       	5.4182e-03	7.9155e-02	2.1609e-01	1.1346e-01	1.0263e-01
0.149       	-5.9183e-03	8.3407e-02	2.0874e-01	9.8453e-02	1.1029e-01
0.15        	-8.9565e-03	8.4707e-02	2.0512e-01	9.3603e-02	1.1152e-01
0.151       	-1.8606e-02	8.7642e-02	1.8842e-01	7.5604e-02	1.1282e-01
0.152       	-2.0456e-02	8.8371e-02	1.8553e-01	7.2307e-02	1.1322e-01
0.153       	-2.5033e-02	8.9230e-02	1.7710e-01	6.3518e-02	1.1358e-01
0.154       	-2.5500e-02	8.9128e-02	1.7702e-01	6.3011e-02	1.1401e-01
0.155       	-2.3860e-02	8.5192e-02	1.7575e-01	6.4016e-02	1.1174e-01
0.156       	-2.2652e-02	8.3218e-02	1.7517e-01	6.4934e-02	1.1024e-01
0.157       	-2.1084e-02	8.0811e-02	1.7439e-01	6.6111e-02	1.0828e-01
0.158       	-1.6208e-02	7.5963e-02	1.8222e-01	7.4904e-02	1.0732e-01
0.159       	-1.5894e-02	7.4922e-02	1.8177e-01	7.4989e-02	1.0678e-01
0.16        	-1.7000e-02	7.5175e-02	1.8176e-01	7.3879e-02	1.0788e-01
0.161       	-2.6085e-02	8.1089e-02	1.8564e-01	6.6737e-02	1.1891e-01
0.162       	-2.9042e-02	8.2317e-02	1.8348e-01	6.2700e-02	1.2078e-01
0.163       	-3.1685e-02	8.2922e-02	1.7958e-01	5.8105e-02	1.2147e-01
0.164       	-4.0713e-02	8.2791e-02	1.5864e-01	3.8606e-02	1.2003e-01
0.165       	-4.3040e-02	8.2077e-02	1.5154e-01	3.2729e-02	1.1881e-01
0.166       	-4.5044e-02	8.0576e-02	1.4344e-01	2.6676e-02	1.1676e-01
0.167       	-5.0446e-02	7.3885e-02	1.1697e-01	8.0378e-03	1.0893e-01
0.168       	-5.0697e-02	7.2595e-02	1.1491e-01	6.7585e-03	1.0815e-01
0.169       	-4.9835e-02	7.1981e-02	1.1837e-01	9.3491e-03	1.0902e-01
0.17        	-4.2684e-02	7.3712e-02	1.5367e-01	3.4152e-02	1.1952e-01
0.171       	-4.1152e-02	7.5523e-02	1.6512e-01	4.1408e-02	1.2371e-01
0.172       	-4.0499e-02	7.7668e-02	1.7465e-01	4.6826e-02	1.2782e-01
0.173       	-4.0763e-02	8.5341e-02	2.0032e-01	5.9397e-02	1.4092e-01
0.174       	-4.2026e-02	8.7508e-02	2.0479e-01	6.0367e-02	1.4442e-01
0.175       	-4.4886e-02	8.9320e-02	2.0457e-01	5.7399e-02	1.4717e-01
0.176       	-5.6148e-02	9.3142e-02	1.9287e-01	4.0285e-02	1.5258e-01
0.177       	-5.8598e-02	9.2870e-02	1.8711e-01	3.4958e-02	1.5215e-01
0.178       	-6.0253e-02	9.1465e-02	1.8000e-01	2.9748e-02	1.5025e-01
0.179       	-6.4544e-02	8.5187e-02	1.5685e-01	1.3880e-02	1.4297e-01
0.18        	-6.4459e-02	8.3518e-02	1.5304e-01	1.2064e-02	1.4098e-01
0.181       	-6.4055e-02	8.2039e-02	1.5084e-01	1.1367e-02	1.3948e-01
0.182       	-6.2529e-02	7.9245e-02	1.5256e-01	1.3749e-02	1.3881e-01
0.183       	-6.2137e-02	7.9252e-02	1.5510e-01	1.5412e-02	1.3969e-01
0.184       	-6.2254e-02	8.0394e-02	1.6011e-01	1.7800e-02	1.4231e-01
0.185       	-6.3915e-02	8.7930e-02	1.8728e-01	2.9724e-02	1.5755e-01
0.186       	-6.4954e-02	8.9875e-02	1.9200e-01	3.1044e-02	1.6095e-01
0.187       	-6.6638e-02	9.1407e-02	1.9391e-01	3.0316e-02	1.6359e-01
0.188       	-7.3734e-02	9.4909e-02	1.9438e-01	2.3458e-02	1.7093e-01
0.189       	-7.5901e-02	9.4929e-02	1.9140e-01	1.9798e-02	1.7160e-01
0.19        	-7.8038e-02	9.3894e-02	1.8610e-01	1.5014e-02	1.7109e-01
0.191       	-8.2721e-02	8.8994e-02	1.6956e-01	2.0610e-03	1.6750e-01
0.192       	-8.3175e-02	8.7705e-02	1.6685e-01	2.5219e-04	1.6660e-01
0.193       	-8.3047e-02	8.6785e-02	1.6607e-01	-1.0739e-05	1.6608e-01
0.194       	-8.1944e-02	8.5531e-02	1.6746e-01	1.7874e-03	1.6568e-01
0.195       	-8.1560e-02	8.5953e-02	1.6967e-01	3.2743e-03	1.6639e-01
0.196       	-8.1414e-02	8.7110e-02	1.7284e-01	5.0066e-03	1.6784e-01
0.197       	-8.0490e-02	9.2416e-02	1.8619e-01	1.2606e-02	1.7359e-01
0.198       	-8.0450e-02	9.4113e-02	1.8997e-01	1.4535e-02	1.7543e-01
0.199       	-7.8472e-02	9.8985e-02	2.0389e-01	2.3472e-02	1.8042e-01
0.2         	-7.8124e-02	9.9674e-02	2.0604e-01	2.4895e-02	1.8114e-01
0.201       	-7.7484e-02	9.9975e-02	2.0824e-01	2.6636e-02	1.8160e-01
0.202       	-7.2874e-02	1.0046e-01	2.1972e-01	3.6987e-02	1.8274e-01
0.203       	-6.6249e-02	1.0097e-01	2.3473e-01	5.1116e-02	1.8362e-01
0.204       	-6.4334e-02	1.0122e-01	2.3898e-01	5.5154e-02	1.8382e-01
0.205       	-6.1851e-02	1.0206e-01	2.4553e-01	6.0915e-02	1.8462e-01
0.206       	-5.0656e-02	1.0722e-01	2.7703e-01	8.7857e-02	1.8917e-01
0.207       	-4.7383e-02	1.0921e-01	2.8724e-01	9.6237e-02	1.9100e-01
0.208       	-3.3574e-02	1.1741e-01	3.2644e-01	1.2965e-01	1.9679e-01
0.209       	-2.9313e-02	1.2010e-01	3.3883e-01	1.4010e-01	1.9873e-01
0.21        	-1.4863e-02	1.2814e-01	3.7518e-01	1.7273e-01	2.0245e-01
0.211       	-1.1634e-02	1.2978e-01	3.8346e-01	1.8010e-01	2.0336e-01
0.212       	-1.0024e-03	1.3418e-01	4.0770e-01	2.0285e-01	2.0485e-01
0.213       	2.6462e-03	1.3551e-01	4.1655e-01	2.1092e-01	2.0563e-01
0.214       	1.6922e-02	1.4084e-01	4.5071e-01	2.4228e-01	2.0843e-01
0.215       	3.1853e-02	1.4747e-01	4.8969e-01	2.7670e-01	2.1299e-01
0.216       	3.5291e-02	1.4925e-01	4.9960e-01	2.8509e-01	2.1451e-01
0.217       	4.5350e-02	1.5534e-01	5.3037e-01	3.1053e-01	2.1983e-01
0.218       	4.8319e-02	1.5695e-01	5.3897e-01	3.1780e-01	2.2117e-01
0.219       	5.9724e-02	1.6344e-01	5.7244e-01	3.4594e-01	2.2650e-01
0.22        	7.3177e-02	1.7091e-01	6.1102e-01	3.7869e-01	2.3233e-01
0.221       	7.6782e-02	1.7250e-01	6.1996e-01	3.8676e-01	2.3320e-01
0.222       	9.0001e-02	1.7895e-01	6.5505e-01	4.1753e-01	2.3753e-01
0.223       	1.0001e-01	1.8366e-01	6.8143e-01	4.4073e-01	2.4070e-01
0.224       	1.0206e-01	1.8438e-01	6.8617e-01	4.4515e-01	2.4102e-01
0.225       	1.0882e-01	1.8743e-01	7.0491e-01	4.6127e-01	2.4364e-01
0.226       	1.1576e-01	1.9096e-01	7.2616e-01	4.7885e-01	2.4732e-01
0.227       	1.1758e-01	1.9192e-01	7.3197e-01	4.8356e-01	2.4841e-01
0.228       	1.2472e-01	1.9671e-01	7.5852e-01	5.0398e-01	2.5454e-01
0.229       	1.3105e-01	2.0154e-01	7.8402e-01	5.2306e-01	2.6096e-01
0.23        	1.3220e-01	2.0258e-01	7.8919e-01	5.2680e-01	2.6239e-01
0.231       	1.3567e-01	2.0580e-01	8.0509e-01	5.3822e-01	2.6688e-01
0.232       	1.3857e-01	2.0860e-01	8.1902e-01	5.4808e-01	2.7093e-01
0.233       	1.3927e-01	2.0940e-01	8.2294e-01	5.5074e-01	2.7220e-01
0.234       	1.4064e-01	2.1097e-01	8.3179e-01	5.5653e-01	2.7526e-01
0.235       	1.4109e-01	2.1185e-01	8.3758e-01	5.5988e-01	2.7770e-01
0.236       	1.4081e-01	2.1194e-01	8.3824e-01	5.5992e-01	2.7831e-01
0.237       	1.3900e-01	2.1151e-01	8.3733e-01	5.5767e-01	2.7966e-01
0.238       	1.3634e-01	2.1072e-01	8.3432e-01	5.5350e-01	2.8082e-01
0.239       	1.3294e-01	2.0964e-01	8.2950e-01	5.4770e-01	2.8181e-01
0.24        	1.3179e-01	2.0933e-01	8.2783e-01	5.4571e-01	2.8212e-01
0.241       	1.2697e-01	2.0769e-01	8.1988e-01	5.3691e-01	2.8297e-01
0.242       	1.2154e-01	2.0576e-01	8.1054e-01	5.2682e-01	2.8373e-01
0.243       	1.1539e-01	2.0334e-01	7.9917e-01	5.1498e-01	2.8419e-01
0.244       	1.1383e-01	2.0271e-01	7.9621e-01	5.1193e-01	2.8428e-01
0.245       	1.0706e-01	1.9958e-01	7.8196e-01	4.9804e-01	2.8392e-01
0.246       	1.0011e-01	1.9623e-01	7.6652e-01	4.8337e-01	2.8316e-01
0.247       	9.7939e-02	1.9516e-01	7.6143e-01	4.7865e-01	2.8277e-01
0.248       	9.0738e-02	1.9140e-01	7.4383e-01	4.6265e-01	2.8118e-01
0.249       	8.4016e-02	1.8771e-01	7.2654e-01	4.4729e-01	2.7925e-01
0.25        	8.2201e-02	1.8664e-01	7.2154e-01	4.4297e-01	2.7857e-01
0.251       	7.7800e-02	1.8368e-01	7.0902e-01	4.3231e-01	2.7671e-01
0.252       	7.4260e-02	1.8094e-01	6.9852e-01	4.2352e-01	2.7500e-01
0.253       	7.3349e-02	1.8010e-01	6.9573e-01	4.2121e-01	2.7452e-01
0.254       	7.0959e-02	1.7740e-01	6.8845e-01	4.1519e-01	2.7327e-01
0.255       	6.8995e-02	1.7473e-01	6.8261e-01	4.1030e-01	2.7231e-01
0.256       	6.8538e-02	1.7401e-01	6.8139e-01	4.0923e-01	2.7216e-01
0.257       	6.7219e-02	1.7177e-01	6.7835e-01	4.0639e-01	2.7195e-01
0.258       	6.5923e-02	1.6969e-01	6.7574e-01	4.0379e-01	2.7195e-01
0.259       	6.5552e-02	1.6919e-01	6.7512e-01	4.0311e-01	2.7201e-01
0.26        	6.3842e-02	1.6730e-01	6.7199e-01	3.9984e-01	2.7215e-01
0.261       	6.1825e-02	1.6539e-01	6.6781e-01	3.9573e-01	2.7208e-01
0.262       	6.1194e-02	1.6486e-01	6.6640e-01	3.9439e-01	2.7201e-01
0.263       	5.8732e-02	1.6295e-01	6.6015e-01	3.8881e-01	2.7134e-01
0.264       	5.8010e-02	1.6238e-01	6.5826e-01	3.8714e-01	2.7112e-01
0.265       	5.5382e-02	1.6038e-01	6.5075e-01	3.8076e-01	2.6999e-01
0.266       	5.2799e-02	1.5839e-01	6.4286e-01	3.7423e-01	2.6863e-01
0.267       	5.2281e-02	1.5794e-01	6.4125e-01	3.7290e-01	2.6834e-01
0.268       	5.1725e-02	1.5748e-01	6.3961e-01	3.7153e-01	2.6808e-01
0.269       	4.9228e-02	1.5580e-01	6.3295e-01	3.6570e-01	2.6725e-01
0.27        	4.8210e-02	1.5514e-01	6.3056e-01	3.6349e-01	2.6707e-01
0.271       	4.3552e-02	1.5252e-01	6.2014e-01	3.5362e-01	2.6652e-01
0.272       	4.1966e-02	1.5165e-01	6.1670e-01	3.5032e-01	2.6639e-01
0.273       	4.0196e-02	1.5073e-01	6.1298e-01	3.4669e-01	2.6629e-01
0.274       	3.2618e-02	1.4684e-01	5.9688e-01	3.3106e-01	2.6582e-01
0.275       	3.0468e-02	1.4571e-01	5.9217e-01	3.2655e-01	2.6562e-01
0.276       	2.7809e-02	1.4430e-01	5.8615e-01	3.2088e-01	2.6527e-01
0.277       	1.4945e-02	1.3720e-01	5.5551e-01	2.9270e-01	2.6281e-01
0.278       	1.1361e-02	1.3511e-01	5.4632e-01	2.8452e-01	2.6180e-01
0.279       	7.6011e-03	1.3281e-01	5.3605e-01	2.7563e-01	2.6043e-01
0.28        	3.8619e-03	1.3050e-01	5.2534e-01	2.6653e-01	2.5881e-01
0.281       	-9.5619e-03	1.2223e-01	4.8601e-01	2.3345e-01	2.5257e-01
0.282       	-1.2506e-02	1.2044e-01	4.7695e-01	2.2597e-01	2.5098e-01
0.283       	-1.5023e-02	1.1896e-01	4.6899e-01	2.1947e-01	2.4952e-01
0.284       	-2.3676e-02	1.1394e-01	4.4144e-01	1.9705e-01	2.4440e-01
0.285       	-2.5430e-02	1.1298e-01	4.3570e-01	1.9242e-01	2.4328e-01
0.286       	-2.7092e-02	1.1209e-01	4.3021e-01	1.8801e-01	2.4220e-01
0.287       	-3.3690e-02	1.0855e-01	4.0891e-01	1.7077e-01	2.3815e-01
0.288       	-3.5559e-02	1.0756e-01	4.0287e-01	1.6587e-01	2.3699e-01
0.289       	-3.7770e-02	1.0638e-01	3.9581e-01	1.6013e-01	2.3567e-01
0.29        	-4.0502e-02	1.0491e-01	3.8714e-01	1.5307e-01	2.3407e-01
0.291       	-5.0937e-02	9.9164e-02	3.5442e-01	1.2627e-01	2.2815e-01
0.292       	-5.3395e-02	9.7772e-02	3.4651e-01	1.1986e-01	2.2665e-01
0.293       	-5.5522e-02	9.6504e-02	3.3945e-01	1.1420e-01	2.2525e-01
0.294       	-5.7691e-02	9.5139e-02	3.3198e-01	1.0830e-01	2.2368e-01
0.295       	-6.0142e-02	9.3512e-02	3.2314e-01	1.0143e-01	2.2171e-01
